,dataset,iteration,layer_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
735,wmt19,15,0,321,735,3190,1472,3760,29,36,2860,3355,882,2236,1129,78,501,1113,277,423,504,3415,3455,2055,857,160,3391,572,2631,3570,498,2487,413,296,3277,4350,102,5230,696,2469,804,724,1155,3136,2159,756,2182,327,1093,1616,1728,154,1101,4957,2910,574,1719,957,1791,788,521,1969,2358
736,wmt19,16,0,374,786,2757,1734,3490,32,19,3188,3522,894,2508,1148,89,527,683,513,394,556,3275,3628,1750,942,117,3100,435,2958,3788,450,2277,356,422,3819,3694,103,5088,822,2620,726,699,1089,3223,2373,762,2160,473,1204,2018,1759,177,1158,4841,2597,491,1842,1128,1381,733,467,1712,2433
737,wmt19,17,0,302,920,2606,1436,3492,40,28,3494,3368,738,2628,935,77,294,924,226,380,460,3762,4089,1934,1142,206,3432,303,3064,3598,492,2444,467,419,3357,3920,116,5797,705,2473,783,488,1120,3013,1931,761,2243,322,1040,1705,1682,186,872,5262,2757,754,1608,879,1664,802,329,1565,2470
738,wmt19,18,0,344,685,2834,1561,3176,29,45,2817,4088,892,2751,871,142,566,1481,348,360,702,3407,3561,1498,924,233,3200,471,2483,3389,350,2487,442,507,3492,3816,116,5393,645,2355,878,333,947,3253,1781,806,2230,386,1040,1933,1736,290,1048,4913,2849,438,2251,1114,1769,821,609,2174,2244
739,wmt19,19,0,552,840,2799,1856,3963,40,29,3376,2997,813,2730,954,91,304,912,372,252,684,3581,3846,1855,1085,144,3712,338,3305,2895,312,2438,370,239,3124,3989,108,6118,883,2657,654,559,1267,2799,2238,596,2096,318,1048,1555,1843,214,895,4795,2505,669,1789,889,1517,774,508,1730,2483
740,wmt19,0,1,2077,669,660,1570,201,585,134,2104,1705,551,1005,3396,457,3727,393,353,3584,1473,2801,1603,278,2054,2854,6042,822,873,3388,393,1095,309,3703,2670,471,2272,1523,2620,3720,578,541,1451,1217,1971,1718,77,3096,4675,2198,2653,390,247,74,1838,2197,3427,1521,1794,735,50,1584,137
741,wmt19,1,1,2378,1051,426,1580,180,657,126,1838,2214,584,798,3820,505,3426,329,470,3892,1274,2534,1407,157,2497,2969,5741,738,910,3332,321,1165,380,3040,2922,355,1549,1885,2815,4191,402,393,1288,967,1946,1866,218,2486,4873,2306,2389,362,274,69,1882,2209,3730,1508,1899,927,42,1506,306
742,wmt19,2,1,2213,901,376,1549,212,634,143,1801,1723,471,1065,3577,478,3586,545,403,3548,1259,2434,1631,231,2575,3106,6051,499,900,3509,543,1235,333,3475,3592,430,1418,1729,2652,4316,339,418,1349,1014,2091,1516,140,2661,4763,2173,2546,445,174,51,1880,2035,3999,1432,1851,836,28,1233,187
743,wmt19,3,1,2320,973,531,1489,229,771,105,1852,2432,562,1204,3519,430,3539,474,434,3871,1070,2592,1644,189,1948,3044,6032,944,1039,3225,437,1055,394,3386,3130,402,1768,1785,2917,3399,568,487,1229,940,2059,2142,91,2783,4434,2358,2284,540,156,125,1844,1850,3730,1433,1841,655,30,1386,204
744,wmt19,4,1,2564,851,409,1436,149,734,157,2072,2275,624,1022,3366,444,3469,454,379,3463,1290,2286,1603,390,2215,3246,5669,707,862,3579,459,1030,290,3891,2807,384,1505,1923,2621,3847,465,355,1512,1002,2357,1669,113,2666,4637,2288,2812,399,193,47,2010,2476,3304,1565,1732,464,31,1456,279
745,wmt19,5,1,2296,909,435,1497,281,511,133,2116,2054,545,952,3401,386,3423,460,464,4048,1552,2510,1624,262,2321,3007,5637,788,709,3439,480,1060,322,3660,2731,542,1729,1596,3076,3417,490,236,1275,1132,2024,1614,135,3152,4895,2264,2720,605,310,107,1735,2106,3635,1417,1853,558,26,1509,133
746,wmt19,6,1,2584,850,658,1542,159,628,210,2179,1693,329,986,3679,474,3560,497,508,3694,1121,2755,1644,161,2135,2826,5605,916,846,3659,467,1132,294,3477,2446,477,1991,2022,2546,3213,653,334,1220,1141,2278,1780,143,2749,4591,2851,2633,596,134,127,1911,2283,2941,1536,1826,829,40,1489,256
747,wmt19,7,1,2234,928,299,1365,203,609,142,2126,2283,623,1165,3648,489,3770,346,393,3977,959,2513,1557,223,2114,2711,5681,990,818,3085,313,936,318,3423,2599,637,1062,1849,2801,4007,271,331,1651,1095,2064,1348,182,2428,5227,2387,3315,339,219,45,2245,2073,3740,1372,2211,880,42,1512,131
748,wmt19,8,1,2822,942,359,1546,291,760,86,1991,1899,555,914,3423,454,3196,359,397,3525,1283,2192,1537,301,2905,3108,5700,711,769,4019,316,1217,345,3340,2808,427,1367,2192,2590,3843,418,443,1417,990,2333,1837,88,2487,5030,2421,2828,342,112,78,1734,2180,3239,1595,1905,713,32,1408,185
749,wmt19,9,1,2445,824,378,1547,182,581,122,2283,1815,815,1071,3605,333,3904,444,556,3415,995,2779,1606,203,1976,3312,6747,804,915,3661,236,973,284,3729,3023,447,1422,1898,2948,3737,372,335,1345,852,2246,1650,137,2845,4289,2106,1808,386,141,52,2201,2386,3487,1338,1712,991,24,1406,180
750,wmt19,10,1,2938,961,382,1479,199,728,88,2030,2205,494,1050,3373,510,3651,397,457,3428,929,2673,1661,299,2437,2833,5968,757,851,3913,296,1263,335,3481,2631,487,1218,1485,2648,3227,416,334,1358,814,2021,1817,121,3149,4990,2204,3055,212,126,94,1834,2312,3397,1435,1856,1016,44,1496,441
751,wmt19,11,1,2509,761,328,1679,256,563,87,2182,2313,544,796,3501,446,3568,533,433,4285,1291,2346,1723,271,2443,2954,6250,801,716,3536,324,1138,324,3650,3277,361,975,1360,2738,3881,265,468,1315,953,2156,1311,110,3047,5105,2024,2377,368,231,37,1875,2147,3538,1462,1833,743,50,1636,110
752,wmt19,12,1,2509,846,405,1511,257,752,180,2574,2023,554,877,3772,488,3758,577,427,3680,1334,2171,1498,205,2433,3204,6099,531,797,3641,493,1083,316,3600,2442,454,1325,1766,2740,3876,330,505,1524,950,1985,1606,205,2397,4880,1733,2671,551,210,125,2018,2165,3545,1344,1720,514,26,1617,485
753,wmt19,13,1,2517,879,426,1463,194,676,172,2021,2078,619,851,3168,485,3365,615,365,4448,1172,2635,1363,182,2413,3105,5839,923,892,3444,312,1221,381,4141,2631,485,1524,1540,2582,3490,391,220,1287,1029,2484,1297,114,2377,5693,2304,3251,195,256,107,1750,2269,3116,1300,1817,819,10,1403,198
754,wmt19,14,1,2337,929,532,1690,288,543,141,2490,1939,667,1266,3845,432,4160,397,338,3326,1307,2414,1819,238,2112,3228,6192,991,675,3449,143,1174,311,3699,2262,342,1735,1505,2405,3762,465,270,1432,896,1738,1711,118,2543,4554,2134,2505,373,212,69,2481,2276,3073,1319,1783,1085,25,1933,226
755,wmt19,15,1,2359,823,422,1355,158,459,129,1747,2056,599,997,3463,537,3260,442,364,3461,1072,2488,1414,156,2690,2989,5859,678,832,3404,321,1176,301,3377,3566,501,1394,2004,3108,4131,356,434,1436,909,1851,1474,166,2952,4925,2454,3124,483,163,55,1792,2105,3286,1628,2105,698,37,1546,233
756,wmt19,16,1,2540,1083,289,1499,203,657,116,2325,1820,561,891,3826,615,3693,440,473,4031,1273,2342,1474,256,2253,2625,5656,748,831,3518,259,1346,401,3169,2959,463,1020,1680,2602,4145,294,425,1513,1118,1969,1820,111,2599,5458,1870,3049,271,224,102,1949,2100,3832,1440,1724,728,35,1454,137
757,wmt19,17,1,2624,1056,377,1561,222,554,136,2160,1870,560,1135,4139,392,3813,403,454,3553,1166,2706,1589,203,2492,2748,6180,835,1018,3463,225,1015,426,3398,2695,413,1271,1921,2891,3846,344,263,1347,910,2102,1976,132,2486,4729,2153,2333,375,214,41,2254,2102,3105,1381,1784,687,41,1643,392
758,wmt19,18,1,2844,667,624,1472,285,527,153,2054,2092,678,915,3529,447,3360,420,413,3596,1162,2586,1635,201,2342,3014,5760,784,805,4119,314,1076,273,3667,3009,549,1811,1856,2568,4020,505,212,1436,748,2054,2040,107,2075,4824,2292,2585,478,310,46,1818,1938,3153,1444,2094,901,30,1348,239
759,wmt19,19,1,2181,984,353,1617,323,630,187,2110,2459,624,1022,3730,548,3805,362,418,3331,1231,2794,1531,304,2121,2929,6976,848,812,3381,265,1178,342,3689,2908,502,1016,1697,2760,3764,338,313,1643,731,2106,1423,147,2746,4539,1985,2527,347,198,81,2035,2345,3572,1212,1737,655,44,1635,213
760,wmt19,0,2,7408,3774,1061,71,57,1586,1934,79,428,2095,198,1951,2173,436,3389,1295,1589,581,2376,1170,273,2608,5845,3788,170,2950,1301,2395,31,113,4474,1189,724,924,130,1434,211,1379,418,163,162,1358,553,1387,1379,2246,969,439,126,452,652,5243,101,4526,472,2517,4853,3031,218,3449
761,wmt19,1,2,6965,3670,1180,48,80,1456,2017,68,597,2311,192,1768,2089,311,3424,1226,1044,906,2416,1386,181,2648,5431,3723,170,3528,1087,2668,62,116,4185,1392,576,487,107,1437,429,1278,464,189,88,1297,477,1056,1247,1782,1083,457,170,348,707,5413,77,4200,432,3593,4876,3618,216,3855
762,wmt19,2,2,6952,3789,1098,156,37,1403,2084,77,452,2607,168,1909,1859,497,3326,1545,1000,899,2836,1165,233,2456,5834,4163,157,3205,1153,2751,30,144,3936,1059,899,453,81,1423,304,1408,293,254,121,1196,508,1036,1431,2327,649,361,175,649,676,5302,74,4448,482,3212,5090,3004,127,3341
763,wmt19,3,2,7258,3534,1015,114,62,1316,1746,114,428,1903,211,1899,1890,411,3751,1443,1197,662,2375,1324,264,2251,5956,3904,144,2782,1285,2529,32,171,4565,1538,806,686,125,1646,338,1361,419,271,91,1542,475,1090,1381,1781,1209,351,134,605,426,5677,126,4394,513,2951,4509,3262,178,3883
764,wmt19,4,2,7157,3639,1031,186,46,1196,2097,81,471,2494,193,1931,2011,403,3879,1116,1093,816,2445,1217,284,2856,5337,3923,175,2864,1538,2611,29,248,4124,1301,825,612,118,1707,386,1172,467,149,60,1512,519,1070,1386,2155,1024,472,123,435,764,4930,84,4385,424,3641,4580,3095,122,3295
765,wmt19,5,2,7682,4441,1039,101,77,1103,1998,74,372,2148,183,2113,1535,444,3676,1092,1077,722,2481,1357,219,2606,5491,4127,289,3131,1237,2668,30,143,4167,1382,910,503,91,1888,225,1161,558,233,86,1423,529,1203,1455,2129,809,369,156,337,650,5318,67,4404,440,3021,4697,3085,245,3107
766,wmt19,6,2,7110,3439,920,53,55,1488,2402,60,616,2331,152,2158,2033,447,3834,1520,1331,729,2556,1127,435,2485,5753,4020,172,2994,1503,2612,58,116,4181,1095,566,439,147,1732,402,1331,457,195,71,1652,635,1116,1187,2048,695,296,73,558,661,5361,86,4819,704,2529,4251,3115,196,3197
767,wmt19,7,2,7298,4112,809,149,39,1380,1754,101,434,2009,191,2023,1624,475,3815,1339,719,706,2857,1261,312,2616,5181,4356,200,3103,1176,2275,24,155,4349,1432,645,727,207,1894,374,1137,490,214,65,1196,425,1048,1593,2079,1075,353,117,527,504,5072,143,4477,419,3477,4780,3066,197,3729
768,wmt19,8,2,7058,3497,1151,157,55,1026,2089,47,502,1986,358,1845,1860,345,3519,1561,1030,631,3066,932,253,2498,5347,3632,114,3698,1140,2928,16,157,4786,1472,573,631,168,1908,299,1219,410,344,64,1454,553,1014,1180,2302,1018,317,114,419,651,5328,110,4151,392,3456,4652,3327,145,3349
769,wmt19,9,2,7392,3418,933,60,17,1387,1940,117,619,2624,322,1744,1667,425,4038,1230,838,635,2647,1128,294,2519,6145,4348,152,2399,1182,2720,23,138,4095,1277,735,637,78,1745,308,1335,475,170,128,1302,453,1301,1206,1825,1091,384,151,371,666,5432,76,4854,373,3387,4901,3108,130,3209
770,wmt19,10,2,6545,3722,1284,136,49,1299,1883,46,466,2180,164,1788,1921,298,3664,1340,917,674,2057,1131,314,3136,5678,3709,135,3369,1007,2701,26,97,4382,1312,869,616,115,2283,322,1222,439,227,93,1735,521,1134,1307,1969,904,463,102,481,819,5544,122,4373,490,2649,4362,3584,185,3944
771,wmt19,11,2,7714,3852,744,146,55,1292,1860,72,492,2773,178,2047,2273,462,3568,1341,540,630,2321,1093,355,2802,5895,4078,189,3003,1016,2738,13,81,3908,1015,980,635,135,1784,399,1283,501,140,31,1396,509,971,1287,2030,981,336,106,438,909,5651,121,4190,391,2898,4843,3210,160,3443
772,wmt19,12,2,7448,3817,1042,88,92,1482,1728,44,487,2254,220,1420,1629,421,3221,1299,739,749,2686,1295,237,2267,6058,4326,201,3282,1064,3021,39,236,4224,1380,721,779,86,1942,313,1133,437,223,107,1350,551,783,1358,1986,1007,347,233,395,678,5484,68,4583,363,3466,4477,3138,231,3569
773,wmt19,13,2,7194,3970,1273,147,65,1151,2025,106,380,2338,263,2183,1893,470,3958,1227,1169,648,2667,1181,223,3030,5316,3501,215,3326,1283,2597,29,168,4123,1317,738,548,75,1590,392,1275,533,236,84,1375,555,1188,1389,1871,1050,406,119,334,927,5202,66,4094,418,3138,4559,3121,158,3427
774,wmt19,14,2,7268,3082,691,51,36,1309,2127,69,555,2292,312,1548,2294,398,3587,1037,1229,1056,2195,1383,279,2706,6027,4549,74,2794,1051,2759,20,91,3912,1196,507,873,113,1557,333,1126,452,130,64,1084,511,1143,1205,2066,871,231,294,484,846,6024,116,5071,476,2799,5138,3473,227,3113
775,wmt19,15,2,7118,3796,920,77,84,1416,1900,98,396,1800,173,2094,2465,371,3577,1256,1102,868,2487,999,219,2878,5434,3805,103,3596,1187,2637,34,90,4430,1504,858,522,153,1478,388,1271,404,208,58,1625,522,1182,1713,1799,788,395,137,517,621,5634,100,4269,398,3007,4768,3101,192,3282
776,wmt19,16,2,7080,4274,1028,85,102,1385,1958,61,358,2082,243,1715,2024,518,3272,1602,699,649,2762,1267,270,2788,5245,3988,189,3112,1011,2586,37,89,4151,1225,756,608,119,1566,310,1209,430,250,114,1273,418,1044,1533,2112,1052,237,151,477,646,5347,115,4419,490,3549,4770,3452,204,3798
777,wmt19,17,2,7038,3390,801,174,78,1252,1848,82,494,1858,294,1829,1981,443,3805,1240,869,1057,2870,1349,359,3102,5914,4143,236,3239,1189,2449,30,100,4518,1676,742,645,179,1588,284,1306,501,162,67,1495,507,1166,1168,2132,923,223,238,429,796,4719,89,4713,337,2780,4560,3418,153,3277
778,wmt19,18,2,7330,3834,1201,65,53,1246,1577,119,546,2172,154,1774,2357,432,3528,1454,1389,887,2508,1294,243,2861,5504,4023,135,3211,1322,3081,32,142,4213,1315,482,526,95,1919,338,1145,458,244,60,1282,566,1070,1342,1628,943,267,205,399,432,4868,90,4518,534,3143,5057,3227,156,3308
779,wmt19,19,2,7334,3435,778,96,77,1042,2066,75,580,2110,179,1662,1577,454,3699,1136,877,1124,2266,1242,337,2686,6517,4176,140,3211,1339,2703,11,120,3640,1072,868,780,183,1610,344,1552,459,186,79,1300,408,1252,1395,2009,1187,224,174,590,804,5843,85,4521,396,2747,4784,3147,223,3393
780,wmt19,0,3,1463,1430,1579,4235,2163,1767,200,1304,663,5157,3879,831,1608,469,1652,2631,2329,883,87,3947,280,391,1019,2475,700,397,3403,979,675,136,1107,6742,1012,6517,519,205,576,814,93,618,4150,2911,5412,69,1629,228,495,3479,1377,88,454,2587,223,1109,1395,1197,1820,1403,786,557
781,wmt19,1,3,1864,1573,1215,5066,2438,1272,163,860,582,5755,4033,741,1668,570,1433,2609,2258,782,43,4234,265,624,982,2378,1358,505,3178,988,652,125,1053,6199,1092,6655,586,233,690,909,79,727,4154,2542,4299,25,1295,210,383,3410,1371,153,654,2905,271,836,1629,974,1878,1230,968,680
782,wmt19,2,3,1908,1523,1056,4962,2461,1963,151,1142,606,5084,3913,915,2201,668,1598,3124,2117,657,61,3843,225,871,686,2689,933,292,3456,665,653,116,1004,6638,1034,5937,774,279,615,1062,87,897,4158,2839,4425,105,1233,113,488,3438,1334,169,429,2574,250,1022,1809,1081,1526,1282,709,454
783,wmt19,3,3,1372,1194,1057,4339,2001,1311,254,754,579,5670,3774,991,1772,518,1296,3123,2289,734,105,4009,301,757,959,2673,1308,467,3795,1180,554,94,1212,6332,1138,6720,415,187,620,845,77,683,4012,2764,5035,40,1371,203,519,3418,1288,151,399,3112,313,784,1492,1178,1810,1538,612,806
784,wmt19,4,3,1631,1259,1156,4282,2377,1829,181,921,562,5156,3853,663,1564,702,1622,3290,2041,818,93,4021,221,734,1090,2951,1172,258,4288,947,460,66,1051,6286,1005,6861,737,180,439,933,42,644,4049,2920,4582,25,1338,182,555,3424,1241,109,454,2712,227,1021,1344,1415,1999,1340,477,504
785,wmt19,5,3,1783,1198,1140,4062,2455,1703,198,980,691,5714,3740,507,1385,717,1508,2885,2216,719,43,4000,174,639,1063,2548,1103,429,4039,939,536,132,944,6442,869,6952,660,255,659,547,96,834,4021,2833,5197,28,1278,143,460,3401,1531,78,682,2989,210,946,1637,1191,1527,1522,521,605
786,wmt19,6,3,1580,1464,1153,3758,2292,1458,139,1023,592,5920,3813,909,1343,679,1434,3077,2119,635,92,4380,181,647,880,2222,893,437,4022,876,537,132,1096,6343,1198,6419,744,207,593,785,126,470,3998,3022,5734,17,884,272,546,3503,1734,52,535,2779,252,1007,1383,1297,1714,1653,630,624
787,wmt19,7,3,1546,1385,865,4455,2487,1908,154,797,579,4655,4374,724,1542,451,1967,3017,2356,674,94,4521,244,930,634,2393,1178,337,3351,1292,567,70,729,6290,881,6521,407,233,536,686,64,542,4221,2971,4783,113,932,230,510,3753,1615,105,525,2865,244,1043,1948,1493,2249,1155,636,477
788,wmt19,8,3,2054,1646,765,4015,2805,1145,180,1335,628,4935,4083,632,1935,535,1865,2877,1960,569,100,4319,153,738,1027,2055,973,454,3461,1016,798,81,1148,6226,1047,7118,599,235,614,954,78,637,4160,3063,4507,45,1324,255,475,3140,1443,156,462,2748,257,807,1612,1611,2075,1268,487,614
789,wmt19,9,3,1367,1497,890,4331,1949,1951,105,786,407,5296,4369,712,1661,820,1077,3460,2274,597,122,3678,213,559,659,2748,1126,514,3622,647,668,137,802,7048,1155,6800,512,298,545,663,68,857,4288,2747,5057,65,1276,147,339,3814,1170,55,735,2597,189,921,1727,1290,2339,1024,861,673
790,wmt19,10,3,1745,1410,951,3986,2473,1459,202,1043,782,5740,4144,561,1666,690,1848,3191,2032,1060,96,4060,145,696,584,2247,920,330,3389,919,571,49,946,6771,660,7481,574,192,703,1012,28,650,4385,2409,4923,21,1290,158,631,3414,1736,170,553,2792,254,736,1498,1445,1520,1091,631,641
791,wmt19,11,3,1740,1341,628,4502,2271,2033,156,1138,541,6116,3783,768,1841,760,1372,3270,2017,1194,70,3801,291,591,632,2607,1041,177,3495,879,666,43,1012,6940,994,6537,475,214,450,823,18,661,4203,3040,5000,49,1139,255,418,3532,1305,109,497,2764,212,982,1526,1301,1761,1022,691,610
792,wmt19,12,3,1660,1387,1147,4510,2436,1745,85,957,564,4730,4383,675,1546,573,1647,3351,2193,1181,110,4555,300,636,865,2162,1187,339,3294,945,649,50,1237,6551,1221,6831,536,285,480,836,85,921,4054,2623,4419,50,1252,133,400,3492,1322,146,532,2779,205,967,1876,1055,1592,1291,755,516
793,wmt19,13,3,1784,1187,1191,4034,2505,1578,165,875,720,5903,3686,695,1570,516,2037,3214,2083,862,29,4312,169,470,901,3156,1115,438,4024,876,490,46,951,5963,985,6805,590,283,806,700,64,471,4142,2943,4302,29,1765,146,506,3262,1639,82,489,3153,193,702,1557,1289,1621,1050,489,696
794,wmt19,14,3,1540,1401,1318,4196,2529,1630,170,1040,480,5004,4723,662,1422,388,1387,3358,1894,834,23,3480,277,702,795,2347,945,549,3226,768,634,109,863,6772,1226,6063,618,245,425,725,70,833,4851,3286,5286,51,1136,109,698,4027,1308,76,323,2448,225,983,2019,1215,2216,1102,703,571
795,wmt19,15,3,1954,1318,993,4348,2296,1705,205,793,756,5119,3927,666,1737,612,2009,2870,2414,851,119,3886,361,653,714,2481,1032,298,3299,984,740,55,1156,6043,975,7225,545,208,800,1088,93,695,4010,2712,4319,52,1368,228,709,3310,1499,232,504,2825,382,1125,1450,1338,1628,1338,764,488
796,wmt19,16,3,1713,1435,616,4717,2197,1560,221,1081,669,5311,4328,1024,1819,599,2011,3298,2302,639,37,4280,201,903,932,2355,1381,272,3036,899,380,102,1072,6208,886,6355,587,267,474,680,70,543,4055,2825,5079,32,1363,168,396,3608,1593,121,429,2929,250,937,1456,1456,1773,1069,691,614
797,wmt19,17,3,1812,1354,990,4447,2331,1527,125,1111,627,5454,4478,777,1431,490,1446,3307,2182,815,45,4692,266,690,770,2053,1265,351,3715,906,502,92,925,6749,1106,6972,374,224,464,810,133,997,4487,2460,5504,57,1282,198,281,3555,1104,95,380,2602,236,835,1288,1036,1730,1092,672,605
798,wmt19,18,3,1698,1626,1022,4670,2515,1345,168,919,763,6017,3859,791,1826,581,1709,2611,2061,810,67,4504,239,668,827,2738,969,400,3997,872,406,95,963,6149,895,7421,580,296,524,827,36,659,3742,2501,4370,108,1273,186,650,3382,1552,88,488,2643,328,730,1547,1012,1775,1250,882,674
799,wmt19,19,3,1645,1156,1136,4433,2401,1674,89,1196,625,4758,4750,739,1446,725,1644,2560,2407,999,57,3765,218,859,788,2146,1261,226,3618,1077,536,75,977,7013,1014,6085,651,200,656,839,103,888,4173,2684,4588,44,1770,313,411,3625,1539,85,222,2665,235,1135,1385,1281,2380,1150,565,619
800,wmt19,0,4,2620,636,83,112,331,322,876,239,871,3767,235,2341,32,942,1933,282,6269,6212,165,2780,875,4163,1476,120,630,377,33,716,4034,1687,142,1298,2866,1059,240,2268,3403,1170,640,920,3197,88,3418,332,1282,500,1949,1049,405,5785,947,1529,2469,1121,2811,1172,405,8150,142,2388
801,wmt19,1,4,2582,644,182,45,316,235,810,324,616,4343,146,2525,20,839,1565,376,6927,7589,231,2697,992,3707,1183,131,363,488,28,611,3912,2092,72,1272,2863,850,289,1800,3242,1006,566,1040,2821,109,3224,306,1050,375,2064,1389,452,5435,876,1966,2578,1357,2937,1300,352,7022,166,3006
802,wmt19,2,4,2799,449,137,118,282,170,1062,438,982,4561,157,2565,41,917,1749,230,6777,6783,262,2559,589,3585,1267,137,776,457,52,670,3766,1736,110,1430,2851,1084,189,2316,3590,1150,739,767,2878,163,3081,309,918,566,2018,1121,402,5824,968,1809,2596,1490,2822,1411,410,6685,185,2349
803,wmt19,3,4,2600,710,114,158,342,317,942,387,813,3705,128,2472,29,855,2069,380,6745,6590,108,2634,711,3620,1369,163,769,430,106,668,4439,1626,82,1281,2909,963,392,1942,3609,1275,554,924,2595,146,3430,300,870,494,2060,1147,399,5914,1195,1848,2516,1247,2537,946,373,7570,226,2561
804,wmt19,4,4,2742,715,188,84,246,209,862,224,943,3993,137,2345,10,939,1940,336,6204,6617,219,2430,817,3623,1518,135,574,461,47,652,4521,1887,71,1441,2880,819,132,2072,3542,1262,621,956,2559,159,2889,324,967,587,1921,1152,484,5512,1285,1807,2761,1479,2861,1104,398,7998,158,2485
805,wmt19,5,4,2995,632,176,122,343,335,717,209,931,3880,182,2297,12,900,1706,317,6543,6478,199,2490,903,4375,1291,122,673,546,28,727,4131,1797,122,1507,2649,857,202,1852,3568,1238,673,895,2975,217,3640,292,882,459,2518,1154,335,5449,1274,1473,2640,1559,2688,933,395,7468,162,2171
806,wmt19,6,4,2840,638,179,124,386,249,711,243,608,4075,185,2428,25,908,2003,355,6408,6430,164,3045,772,4014,1163,128,678,458,23,565,5202,1752,211,1300,3086,974,212,1901,4151,1436,584,662,2856,221,2730,265,1101,526,1698,1183,462,5459,1268,1543,2487,1156,2412,1085,399,8058,222,1897
807,wmt19,7,4,3131,831,198,97,399,315,719,629,744,3832,177,2437,23,994,1945,285,7010,6136,117,2549,898,3536,1247,126,530,473,59,700,4150,1910,108,1031,2684,1118,318,2133,3331,1149,851,1241,2786,156,3613,275,785,610,1893,1290,341,5260,1091,2076,2404,1202,3027,1028,395,7128,211,2572
808,wmt19,8,4,2746,456,82,145,269,184,909,351,750,3330,118,2551,14,1115,1958,364,6275,5871,204,2887,799,4944,1469,157,528,399,49,566,4064,1746,120,1208,2697,1002,274,2063,3932,1247,787,1118,2882,125,2458,321,991,535,2014,1364,401,5346,913,1711,2697,1413,2806,1304,456,8053,190,2576
809,wmt19,9,4,2976,422,148,104,328,315,711,266,734,4074,166,2544,29,855,1776,341,7093,7132,223,2619,602,3485,1374,70,746,461,16,724,4506,1861,104,1147,2869,737,356,2151,3420,911,437,1075,3467,130,2755,249,1015,558,2012,1357,431,6245,1111,1796,2336,1327,2342,1611,313,7086,168,2087
810,wmt19,10,4,2666,632,107,101,384,172,730,240,954,4075,186,3010,45,915,2278,391,6097,6703,217,2878,732,3625,1285,146,836,525,43,562,4357,1857,126,1372,2857,1310,285,2042,4273,1062,824,1051,2982,132,2636,288,1309,536,1914,1185,354,5719,819,1730,2456,1083,2609,1047,501,6723,265,2065
811,wmt19,11,4,3384,528,239,140,385,322,864,390,612,3848,217,2536,14,875,1890,282,6230,7907,167,2627,691,3546,1589,223,799,433,22,566,4209,1626,129,1146,2865,934,210,2322,3912,1161,548,948,2650,143,3328,329,954,421,1639,1250,364,5761,866,2195,2392,1372,3311,916,363,6521,186,2007
812,wmt19,12,4,2524,465,115,146,291,278,827,350,680,3335,155,2506,22,855,1882,299,7198,6071,217,2683,653,4163,1453,127,711,444,169,806,4396,1916,65,1296,2929,978,309,1497,5178,1063,809,920,2847,172,3184,313,886,509,2221,1131,340,5992,1111,1866,2454,1367,2770,1140,395,6472,111,2242
813,wmt19,13,4,2459,752,114,135,344,267,871,475,640,3996,235,2665,9,1022,1884,350,6412,7571,235,2531,959,3699,1631,175,686,418,62,475,4239,1469,130,1685,2758,1093,245,2363,3766,1432,815,1030,2595,138,3162,309,1040,438,1706,1330,382,5599,1021,1724,2641,1373,2560,1074,424,6275,118,2298
814,wmt19,14,4,3077,407,254,45,440,127,642,190,738,4094,139,2214,7,1003,2171,296,7962,5982,177,2495,906,3286,1039,193,812,634,42,751,3855,2049,157,1117,3072,704,355,1858,4085,1177,634,816,2782,112,3123,316,1044,512,1704,1392,391,5925,645,2140,2325,1336,2525,1379,431,7894,95,2231
815,wmt19,15,4,2831,538,159,80,248,287,989,296,1093,3671,148,2504,30,971,1962,321,6704,6074,170,3161,768,4079,1172,125,788,512,53,651,3787,1501,242,1096,2830,1307,368,2106,4011,1302,846,905,2944,198,2931,304,958,429,2061,1401,476,5489,1103,1526,2371,1376,2588,984,383,7510,192,2394
816,wmt19,16,4,3549,605,116,155,333,203,931,432,737,4645,149,2693,44,956,1607,248,6568,6296,136,2678,790,3855,1108,107,553,453,31,419,4500,1730,159,1944,2665,1099,296,1900,3997,886,877,923,2556,150,3053,310,703,370,2298,1173,264,5567,1077,1937,2437,1324,2716,1193,432,7029,187,2155
817,wmt19,17,4,2811,563,103,107,319,190,806,316,730,4164,123,2510,20,948,1792,304,7290,6177,144,2747,838,3469,1060,75,823,486,59,985,4038,1601,156,1058,2818,1233,331,1716,4737,1118,632,803,3286,93,3255,265,1018,374,1878,1217,319,5995,1182,1849,2652,1201,2330,1363,373,6557,195,2702
818,wmt19,18,4,2679,469,110,101,244,193,998,361,669,3652,155,2617,25,917,2149,452,7105,7161,193,2750,760,3691,1329,116,741,559,66,635,4636,1525,104,1301,2740,1308,369,2196,4451,1432,636,1072,2489,166,2761,301,1087,584,1635,1101,366,5469,1254,1607,2563,1081,2759,1086,430,6539,181,2178
819,wmt19,19,4,2715,576,147,169,259,222,926,267,855,3969,234,2264,10,866,1817,204,7466,5744,155,2645,979,3900,1071,163,705,472,43,808,4261,2393,77,1131,2887,1045,295,2135,3165,1030,538,876,3267,99,3143,302,778,388,1969,1028,297,6517,1006,1943,2378,1440,2973,1228,324,6988,154,2598
