,dataset,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5,6,7
353,bookcorpus,deepspeed,23,11,0,19,155,338,0,0,0,0
354,bookcorpus,deepspeed,24,11,0,21,160,331,0,0,0,0
355,bookcorpus,deepspeed,25,11,0,15,159,338,0,0,0,0
356,bookcorpus,deepspeed,26,11,0,24,155,333,0,0,0,0
357,bookcorpus,deepspeed,27,11,0,13,162,337,0,0,0,0
358,bookcorpus,deepspeed,28,11,0,25,147,340,0,0,0,0
359,bookcorpus,deepspeed,29,11,0,19,177,316,0,0,0,0
360,bookcorpus,drop,0,0,48783,44412,65536,45751,65536,62922,65212,65536
361,bookcorpus,drop,1,0,49181,44642,65536,46714,65536,61048,63927,65536
362,bookcorpus,drop,2,0,49733,45270,65536,45847,65536,60536,62315,65536
363,bookcorpus,drop,3,0,49893,45307,65536,44912,65536,63063,62246,65536
364,bookcorpus,drop,4,0,49081,44094,65536,43928,65536,60924,63907,65536
365,bookcorpus,drop,5,0,50450,44087,65536,45355,65536,59625,65536,65536
366,bookcorpus,drop,6,0,49684,45307,65536,44710,65536,61327,63140,65536
367,bookcorpus,drop,7,0,48825,45345,65536,47582,65536,61095,61718,65536
368,bookcorpus,drop,8,0,49492,45828,65536,47139,65536,58915,64376,65536
369,bookcorpus,drop,9,0,48707,45424,65536,46940,65536,59191,64900,65536
370,bookcorpus,drop,10,0,51192,42129,65536,48675,65536,56881,65536,65536
371,bookcorpus,drop,11,0,49743,44359,65536,46597,65536,63510,64727,65536
372,bookcorpus,drop,12,0,48844,45375,65536,49596,65536,59985,64813,65536
373,bookcorpus,drop,13,0,48191,44786,65536,44274,65536,63905,64945,65536
374,bookcorpus,drop,14,0,47651,44651,65536,45815,65536,61346,64754,65536
375,bookcorpus,drop,15,0,49140,41330,65536,46538,65536,60469,65536,65536
376,bookcorpus,drop,16,0,50667,44324,65536,48577,65536,60535,64347,65536
377,bookcorpus,drop,17,0,48474,43452,65536,44884,65536,61838,65536,65536
378,bookcorpus,drop,18,0,48697,46250,65536,47622,65536,60494,65536,65536
379,bookcorpus,drop,19,0,48767,43484,65536,45373,65536,60849,65536,65536
380,bookcorpus,drop,20,0,49908,45847,65536,45148,65536,59309,64526,65536
381,bookcorpus,drop,21,0,48407,44450,65536,46033,65536,60652,64695,65536
382,bookcorpus,drop,22,0,48981,43121,65536,47172,65536,60074,65337,65536
383,bookcorpus,drop,23,0,51592,46212,65536,45487,65536,59713,64692,65536
384,bookcorpus,drop,24,0,48414,43500,65536,47214,65536,60446,63976,65536
385,bookcorpus,drop,25,0,48479,43997,65536,46991,65536,58998,65536,65536
386,bookcorpus,drop,26,0,47689,45082,65536,46976,65536,61351,63449,65536
387,bookcorpus,drop,27,0,49364,41512,65536,44294,65536,64364,64991,65536
388,bookcorpus,drop,28,0,49500,44765,65536,48211,65536,59534,63859,65536
389,bookcorpus,drop,29,0,46900,44078,65536,47024,65536,64030,63618,65536
390,bookcorpus,drop,0,1,65536,64928,65536,51864,65536,39676,48275,65536
391,bookcorpus,drop,1,1,64443,63426,65536,53692,65536,39272,50400,65536
392,bookcorpus,drop,2,1,65536,64282,65536,53863,65536,37413,50671,65536
393,bookcorpus,drop,3,1,65536,64033,65536,54120,65536,39150,49205,65536
394,bookcorpus,drop,4,1,65536,64478,65536,52525,65536,39795,47269,65536
395,bookcorpus,drop,5,1,65536,64591,65536,54580,65536,39072,48827,65536
396,bookcorpus,drop,6,1,65420,64908,65536,53601,65536,39842,49035,65536
397,bookcorpus,drop,7,1,65477,63671,65536,53791,65536,40425,48700,65536
398,bookcorpus,drop,8,1,63891,63790,65536,54910,65536,38472,50566,65536
399,bookcorpus,drop,9,1,65536,64259,65536,53179,65536,40096,49165,65536
400,bookcorpus,drop,10,1,63896,65536,65536,53285,65536,39165,50146,65536
401,bookcorpus,drop,11,1,65536,64153,65536,54257,65536,39514,47446,65536
402,bookcorpus,drop,12,1,65349,64856,65536,53166,65536,38925,50683,65536
403,bookcorpus,drop,13,1,65536,63507,65536,52947,65536,38094,50583,65536
404,bookcorpus,drop,14,1,65536,65231,65536,52128,65536,40163,50089,65536
405,bookcorpus,drop,15,1,65536,63779,65536,53967,65536,38011,47747,65536
406,bookcorpus,drop,16,1,65536,65221,65536,52160,65536,37154,49916,65536
407,bookcorpus,drop,17,1,65536,65536,65536,51759,65536,39908,48450,65536
408,bookcorpus,drop,18,1,65536,62254,65536,52082,65536,40323,51292,65536
409,bookcorpus,drop,19,1,65536,64802,65536,52109,65536,39395,49653,65536
410,bookcorpus,drop,20,1,65536,63805,65536,53171,65536,41145,50426,65536
411,bookcorpus,drop,21,1,63847,65170,65536,53300,65536,39439,48458,65536
412,bookcorpus,drop,22,1,65408,65344,65536,51944,65536,38863,48604,65536
413,bookcorpus,drop,23,1,65431,62302,65536,51267,65536,39241,52755,65536
414,bookcorpus,drop,24,1,64290,65536,65536,54053,65536,39131,49736,65536
415,bookcorpus,drop,25,1,63719,65432,65536,52650,65536,38687,49453,65536
416,bookcorpus,drop,26,1,65536,64837,65536,54213,65536,39382,49376,65536
417,bookcorpus,drop,27,1,65536,65536,65536,52065,65536,37639,48733,65536
418,bookcorpus,drop,28,1,65536,65536,65536,50313,65536,40425,51664,65536
419,bookcorpus,drop,29,1,65536,65180,65536,53342,65536,38163,49477,65536
420,bookcorpus,drop,0,2,37099,65536,52864,65536,46840,16129,57100,42002
421,bookcorpus,drop,1,2,36041,65536,51744,65536,51199,17161,56201,40578
422,bookcorpus,drop,2,2,37362,65536,53128,65536,48315,15703,57194,42928
423,bookcorpus,drop,3,2,37481,65536,53323,65536,50260,16698,55098,43471
424,bookcorpus,drop,4,2,37809,65536,53147,65536,49477,15238,57031,41676
425,bookcorpus,drop,5,2,37233,65536,51221,65536,48932,16008,56674,41909
426,bookcorpus,drop,6,2,36167,65536,54615,65536,48435,17066,57125,40855
427,bookcorpus,drop,7,2,36009,65536,54849,65536,49093,15423,59307,40833
428,bookcorpus,drop,8,2,37981,65536,51830,65536,49253,16564,57613,40528
429,bookcorpus,drop,9,2,36815,65536,52468,65536,48494,16764,58291,40353
430,bookcorpus,drop,10,2,35528,65536,51395,65536,46881,16249,59696,41893
431,bookcorpus,drop,11,2,35543,65536,55248,65536,46490,16257,57710,42182
432,bookcorpus,drop,12,2,35188,65536,53202,65536,48922,16783,57311,40614
433,bookcorpus,drop,13,2,37835,65536,52773,65536,52089,15562,57190,42974
434,bookcorpus,drop,14,2,36303,65536,52431,65536,49321,15925,57347,41780
435,bookcorpus,drop,15,2,36347,65536,52822,65536,49286,16736,57154,40011
436,bookcorpus,drop,16,2,35004,65536,53100,65536,48143,17837,58313,41206
437,bookcorpus,drop,17,2,37525,65536,51789,65536,48262,15194,58735,41980
438,bookcorpus,drop,18,2,36777,65536,51821,65536,49369,15759,56354,41544
439,bookcorpus,drop,19,2,36682,65536,51487,65536,45710,15832,57016,44538
440,bookcorpus,drop,20,2,36756,65536,52366,65536,50635,16592,56973,42000
441,bookcorpus,drop,21,2,36207,65536,52947,65536,49725,15778,55919,41916
442,bookcorpus,drop,22,2,37358,65536,51827,65536,46495,16311,58478,41969
443,bookcorpus,drop,23,2,36961,65536,51917,65536,48246,17002,55440,40664
444,bookcorpus,drop,24,2,35390,65536,53237,65536,46866,16179,58752,41438
445,bookcorpus,drop,25,2,37646,65536,53300,65536,45784,16327,57907,41077
446,bookcorpus,drop,26,2,36845,65536,53899,65536,48330,15311,56630,42893
447,bookcorpus,drop,27,2,35474,65536,52200,65536,50266,14942,57652,42367
448,bookcorpus,drop,28,2,37481,65536,50741,65536,49397,15646,55946,41868
449,bookcorpus,drop,29,2,35858,65536,52546,65536,48494,16331,57631,41430
450,bookcorpus,drop,0,3,25396,13601,54599,65536,37326,65536,65536,32459
451,bookcorpus,drop,1,3,26457,14173,59027,65536,36181,65536,65536,31310
452,bookcorpus,drop,2,3,26856,15415,56598,65536,36761,65536,65536,32508
453,bookcorpus,drop,3,3,24903,16114,56115,65536,38099,65536,65536,31569
454,bookcorpus,drop,4,3,26263,14209,56710,65536,35732,65536,65536,31820
455,bookcorpus,drop,5,3,25954,14758,58195,65536,35901,65536,65536,30916
456,bookcorpus,drop,6,3,25970,14959,57850,65536,37458,65536,65536,32273
457,bookcorpus,drop,7,3,25672,14701,56484,65536,38517,65536,65536,31960
458,bookcorpus,drop,8,3,24938,15303,57745,65536,36828,65536,65536,32538
459,bookcorpus,drop,9,3,26291,14669,59495,65536,37058,65536,65536,32388
460,bookcorpus,drop,10,3,26037,13209,56442,65536,37791,65536,65536,32393
461,bookcorpus,drop,11,3,25761,14174,54601,65536,37924,65536,65536,31968
462,bookcorpus,drop,12,3,26343,14806,56219,65536,36604,65536,65536,30859
463,bookcorpus,drop,13,3,25897,15999,57411,65536,36155,65536,65536,31796
464,bookcorpus,drop,14,3,24626,15104,55083,65536,36867,65536,65536,33150
465,bookcorpus,drop,15,3,25902,14367,58049,65536,37054,65536,65536,31421
466,bookcorpus,drop,16,3,25463,15116,56845,65536,37649,65536,65536,31965
467,bookcorpus,drop,17,3,26132,14393,57244,65536,36568,65536,65536,31488
468,bookcorpus,drop,18,3,25156,13957,56693,65536,36084,65536,65536,31687
469,bookcorpus,drop,19,3,25774,13415,53377,65536,36631,65536,65536,32635
470,bookcorpus,drop,20,3,28266,14611,57808,65536,38430,65536,65536,31671
471,bookcorpus,drop,21,3,26064,15287,55317,65536,35316,65536,65536,31542
472,bookcorpus,drop,22,3,24948,13238,57457,65536,38102,65536,65536,33611
473,bookcorpus,drop,23,3,25168,14905,56313,65536,36721,65536,65536,32469
474,bookcorpus,drop,24,3,24781,14067,57870,65536,36958,65536,65536,33310
475,bookcorpus,drop,25,3,25758,13964,55524,65536,38844,65536,65536,31973
476,bookcorpus,drop,26,3,24908,14122,55220,65536,38521,65536,65536,32647
477,bookcorpus,drop,27,3,24884,13991,54880,65536,36079,65536,65536,31023
478,bookcorpus,drop,28,3,26467,13956,58349,65536,38508,65536,65536,32020
479,bookcorpus,drop,29,3,24620,13359,55975,65536,35647,65536,65536,32785
480,bookcorpus,drop,0,4,58131,47720,54717,11520,65536,40864,23376,15127
481,bookcorpus,drop,1,4,56718,44577,56247,10823,65536,40177,22185,14276
482,bookcorpus,drop,2,4,57435,43017,51724,11571,65536,40139,22790,14607
483,bookcorpus,drop,3,4,55542,45520,53028,11107,65536,39189,22099,15065
484,bookcorpus,drop,4,4,58387,46180,52919,11134,65536,40419,22211,13702
485,bookcorpus,drop,5,4,57309,43024,54207,11975,65536,39052,21461,13676
486,bookcorpus,drop,6,4,55743,44950,54864,11801,65536,40539,21748,15638
487,bookcorpus,drop,7,4,57126,47913,52965,11001,65536,42889,23027,14327
488,bookcorpus,drop,8,4,57640,44439,48319,11633,65536,40680,21593,13955
489,bookcorpus,drop,9,4,56500,46220,53025,10708,65536,39931,23631,13624
490,bookcorpus,drop,10,4,58643,48263,52283,11007,65536,39992,22923,14154
491,bookcorpus,drop,11,4,55336,46838,53324,11078,65536,38714,23189,14526
492,bookcorpus,drop,12,4,57962,43879,49073,10956,65536,41097,21529,14879
493,bookcorpus,drop,13,4,55785,45191,52419,10748,65536,39851,21712,14129
494,bookcorpus,drop,14,4,58568,44377,51859,12018,65536,39923,22937,15226
495,bookcorpus,drop,15,4,58699,46339,55334,11109,65536,38653,22436,14127
496,bookcorpus,drop,16,4,58269,43808,48772,10997,65536,40547,21938,13898
497,bookcorpus,drop,17,4,57660,46275,50851,10296,65536,37811,21471,13281
498,bookcorpus,drop,18,4,57819,44416,50260,10835,65536,38696,22702,14864
499,bookcorpus,drop,19,4,57815,44953,52519,11432,65536,39087,23089,13044
500,bookcorpus,drop,20,4,55914,43352,49326,11054,65536,39383,22373,14559
501,bookcorpus,drop,21,4,56844,43598,55350,11614,65536,39084,22012,13868
502,bookcorpus,drop,22,4,58013,45184,50311,11840,65536,39647,22496,13877
503,bookcorpus,drop,23,4,53309,42028,51228,11013,65536,39021,21058,13186
504,bookcorpus,drop,24,4,58158,47231,55944,11524,65536,40563,23052,14228
505,bookcorpus,drop,25,4,60925,46844,48617,11440,65536,41116,23051,14622
506,bookcorpus,drop,26,4,58270,48284,53411,10519,65536,41503,23075,13248
507,bookcorpus,drop,27,4,58132,46830,59575,10967,65536,38343,23125,14125
508,bookcorpus,drop,28,4,57956,42586,48577,11673,65536,40538,21803,13171
509,bookcorpus,drop,29,4,58031,45444,55459,10535,65536,38698,23194,14207
510,bookcorpus,drop,0,5,7620,65536,61289,65536,12051,53058,41385,34094
511,bookcorpus,drop,1,5,8042,65536,61197,65536,12389,51919,42019,36032
512,bookcorpus,drop,2,5,8149,65536,63850,65536,12884,48882,44011,35501
513,bookcorpus,drop,3,5,8219,65536,60790,65536,13984,52068,43576,36205
514,bookcorpus,drop,4,5,7683,65536,61025,65536,14646,53683,41500,35451
515,bookcorpus,drop,5,5,7799,65536,61335,65536,12809,52323,42330,36102
516,bookcorpus,drop,6,5,8490,65536,61031,65536,13808,53390,42117,35669
517,bookcorpus,drop,7,5,8557,65536,63213,65536,13080,53575,41662,35407
518,bookcorpus,drop,8,5,8174,65536,61967,65536,12976,50451,44326,36138
519,bookcorpus,drop,9,5,7602,65536,62525,65536,13138,52193,42735,36080
520,bookcorpus,drop,10,5,7993,65536,60822,65536,13067,53120,43393,35811
521,bookcorpus,drop,11,5,8525,65536,59358,65536,11876,52412,44156,35008
522,bookcorpus,drop,12,5,8166,65536,61812,65536,12865,51720,43154,36281
523,bookcorpus,drop,13,5,7783,65536,61475,65536,13560,50703,43487,35572
524,bookcorpus,drop,14,5,8084,65536,60046,65536,12840,49744,42661,34774
525,bookcorpus,drop,15,5,8357,65536,59335,65536,13057,53993,42476,35949
526,bookcorpus,drop,16,5,8529,65536,62416,65536,13818,52003,45732,35378
527,bookcorpus,drop,17,5,8576,65536,59018,65536,12846,52077,43086,35590
528,bookcorpus,drop,18,5,8161,65536,61752,65536,12428,49575,44993,35072
529,bookcorpus,drop,19,5,7841,65536,60661,65536,12530,51224,42966,35501
530,bookcorpus,drop,20,5,8234,65536,62408,65536,14115,51156,44324,36189
531,bookcorpus,drop,21,5,7875,65536,61424,65536,13372,52069,42519,36206
532,bookcorpus,drop,22,5,8608,65536,60861,65536,11729,51625,44314,35823
533,bookcorpus,drop,23,5,8601,65536,60480,65536,13042,48574,45363,35614
534,bookcorpus,drop,24,5,8105,65536,61528,65536,12503,53655,42178,35796
535,bookcorpus,drop,25,5,7536,65536,61563,65536,12754,50806,43942,34888
536,bookcorpus,drop,26,5,7684,65536,62206,65536,12525,52067,43113,36943
537,bookcorpus,drop,27,5,7152,65536,58611,65536,12992,55585,39226,35442
538,bookcorpus,drop,28,5,8545,65536,59887,65536,13246,50824,43817,36281
539,bookcorpus,drop,29,5,7905,65536,60276,65536,12636,52870,42704,35053
540,bookcorpus,drop,0,6,0,0,64,0,0,0,0,0
541,bookcorpus,drop,1,6,0,0,64,0,0,0,0,0
542,bookcorpus,drop,2,6,0,0,64,0,0,0,0,0
543,bookcorpus,drop,3,6,0,0,64,1,0,0,0,0
544,bookcorpus,drop,4,6,0,0,64,0,0,0,0,0
545,bookcorpus,drop,5,6,0,0,64,1,0,0,0,0
546,bookcorpus,drop,6,6,0,0,64,0,0,0,0,0
547,bookcorpus,drop,7,6,0,0,64,0,0,0,0,0
548,bookcorpus,drop,8,6,0,0,64,1,0,0,0,0
549,bookcorpus,drop,9,6,0,0,64,0,0,0,0,0
550,bookcorpus,drop,10,6,0,0,64,2,0,0,0,0
551,bookcorpus,drop,11,6,0,0,64,0,0,0,0,0
552,bookcorpus,drop,12,6,0,0,64,0,0,0,0,0
553,bookcorpus,drop,13,6,0,0,64,0,0,0,0,0
554,bookcorpus,drop,14,6,0,0,64,0,0,0,0,0
555,bookcorpus,drop,15,6,0,0,64,1,0,0,0,0
556,bookcorpus,drop,16,6,0,0,64,0,0,0,0,0
557,bookcorpus,drop,17,6,0,0,64,0,0,0,0,0
558,bookcorpus,drop,18,6,0,0,64,1,0,0,0,0
559,bookcorpus,drop,19,6,0,0,64,0,0,0,0,0
560,bookcorpus,drop,20,6,0,0,64,0,0,0,0,0
561,bookcorpus,drop,21,6,1,0,64,0,0,0,0,0
562,bookcorpus,drop,22,6,0,0,64,0,0,0,0,0
563,bookcorpus,drop,23,6,0,0,64,0,0,0,0,0
564,bookcorpus,drop,24,6,0,0,64,1,0,0,0,0
565,bookcorpus,drop,25,6,0,0,64,0,0,0,0,0
566,bookcorpus,drop,26,6,1,0,64,0,0,0,0,0
567,bookcorpus,drop,27,6,0,0,64,0,0,0,0,0
568,bookcorpus,drop,28,6,0,0,64,0,0,0,0,0
569,bookcorpus,drop,29,6,0,0,64,0,0,0,0,0
570,bookcorpus,drop,0,7,0,0,0,0,64,0,0,0
571,bookcorpus,drop,1,7,0,0,0,0,64,0,0,0
572,bookcorpus,drop,2,7,0,0,0,0,64,0,0,0
573,bookcorpus,drop,3,7,0,0,0,0,64,0,0,0
574,bookcorpus,drop,4,7,0,0,0,0,64,0,0,0
575,bookcorpus,drop,5,7,0,0,0,0,64,0,0,0
576,bookcorpus,drop,6,7,0,0,0,0,64,0,0,0
577,bookcorpus,drop,7,7,0,0,0,0,64,0,0,0
578,bookcorpus,drop,8,7,0,0,0,0,64,0,0,0
579,bookcorpus,drop,9,7,0,0,0,0,64,0,0,0
580,bookcorpus,drop,10,7,0,0,0,0,64,0,0,0
581,bookcorpus,drop,11,7,0,0,0,0,64,0,0,0
582,bookcorpus,drop,12,7,0,0,0,0,64,0,0,0
583,bookcorpus,drop,13,7,0,0,0,0,64,0,0,0
584,bookcorpus,drop,14,7,0,0,0,0,64,0,0,0
585,bookcorpus,drop,15,7,0,0,0,0,64,0,0,0
586,bookcorpus,drop,16,7,0,0,0,0,64,0,0,0
587,bookcorpus,drop,17,7,0,0,0,0,64,0,0,0
588,bookcorpus,drop,18,7,0,0,0,0,64,0,0,0
589,bookcorpus,drop,19,7,0,0,0,0,64,0,0,0
590,bookcorpus,drop,20,7,0,0,0,0,64,0,0,0
591,bookcorpus,drop,21,7,0,0,0,0,64,0,0,0
592,bookcorpus,drop,22,7,0,0,0,0,64,0,0,0
593,bookcorpus,drop,23,7,0,0,0,0,64,0,0,0
594,bookcorpus,drop,24,7,0,0,0,0,64,0,0,0
595,bookcorpus,drop,25,7,0,0,0,0,64,0,0,0
596,bookcorpus,drop,26,7,0,0,0,0,64,0,0,0
597,bookcorpus,drop,27,7,0,0,0,0,64,0,0,0
598,bookcorpus,drop,28,7,0,0,0,0,64,0,0,0
599,bookcorpus,drop,29,7,0,0,0,0,64,0,0,0
600,bookcorpus,drop,0,8,0,0,0,0,0,64,0,0
601,bookcorpus,drop,1,8,0,0,0,0,0,64,0,0
602,bookcorpus,drop,2,8,0,0,0,0,0,64,0,0
603,bookcorpus,drop,3,8,0,0,0,0,0,64,0,0
604,bookcorpus,drop,4,8,0,0,0,0,0,64,0,0
605,bookcorpus,drop,5,8,0,0,0,0,0,64,0,0
606,bookcorpus,drop,6,8,0,0,0,0,0,64,0,0
607,bookcorpus,drop,7,8,0,0,0,0,0,64,0,0
608,bookcorpus,drop,8,8,0,0,0,0,0,64,0,0
609,bookcorpus,drop,9,8,0,0,0,0,0,64,0,0
610,bookcorpus,drop,10,8,0,0,0,0,0,64,0,0
611,bookcorpus,drop,11,8,0,0,0,0,0,64,0,0
612,bookcorpus,drop,12,8,0,0,0,0,0,64,0,0
613,bookcorpus,drop,13,8,0,0,0,0,0,64,0,0
614,bookcorpus,drop,14,8,0,0,0,0,0,64,0,0
615,bookcorpus,drop,15,8,0,0,0,0,0,64,0,0
616,bookcorpus,drop,16,8,0,0,0,0,0,64,0,0
617,bookcorpus,drop,17,8,0,0,0,0,0,64,0,0
618,bookcorpus,drop,18,8,0,0,0,0,0,64,0,0
619,bookcorpus,drop,19,8,0,0,0,0,0,64,0,0
620,bookcorpus,drop,20,8,0,0,0,0,0,64,0,0
621,bookcorpus,drop,21,8,0,0,0,0,0,64,0,0
622,bookcorpus,drop,22,8,0,0,0,0,0,64,0,0
623,bookcorpus,drop,23,8,0,0,0,0,0,64,0,0
624,bookcorpus,drop,24,8,0,0,0,0,0,64,0,0
625,bookcorpus,drop,25,8,0,0,0,0,0,64,0,0
626,bookcorpus,drop,26,8,0,0,0,0,0,64,0,0
627,bookcorpus,drop,27,8,0,0,0,0,0,64,0,0
628,bookcorpus,drop,28,8,0,0,0,0,0,64,0,0
629,bookcorpus,drop,29,8,0,0,0,0,0,64,0,0
630,bookcorpus,drop,0,9,0,0,0,64,0,0,0,0
631,bookcorpus,drop,1,9,0,0,0,64,0,0,0,0
632,bookcorpus,drop,2,9,0,0,0,64,0,0,0,0
633,bookcorpus,drop,3,9,0,0,0,64,0,0,0,0
634,bookcorpus,drop,4,9,0,0,0,64,0,0,0,0
635,bookcorpus,drop,5,9,0,0,0,64,0,0,0,0
636,bookcorpus,drop,6,9,0,0,0,64,0,0,0,0
637,bookcorpus,drop,7,9,0,0,0,64,0,0,0,0
638,bookcorpus,drop,8,9,0,0,0,64,0,0,0,0
639,bookcorpus,drop,9,9,0,0,0,64,0,0,0,0
640,bookcorpus,drop,10,9,0,0,0,64,0,0,0,0
641,bookcorpus,drop,11,9,0,0,0,64,0,0,0,0
642,bookcorpus,drop,12,9,0,0,0,64,0,0,0,0
643,bookcorpus,drop,13,9,0,0,0,64,0,0,0,0
644,bookcorpus,drop,14,9,0,0,0,64,0,0,0,0
645,bookcorpus,drop,15,9,0,0,0,64,0,0,0,0
646,bookcorpus,drop,16,9,0,0,0,64,0,0,0,0
647,bookcorpus,drop,17,9,0,0,0,64,0,0,0,0
648,bookcorpus,drop,18,9,0,0,0,64,0,0,0,0
649,bookcorpus,drop,19,9,0,0,0,64,0,0,0,0
650,bookcorpus,drop,20,9,0,0,0,64,0,0,0,0
651,bookcorpus,drop,21,9,0,0,0,64,0,0,0,0
652,bookcorpus,drop,22,9,0,0,0,64,0,0,0,0
653,bookcorpus,drop,23,9,0,0,0,64,0,0,0,0
654,bookcorpus,drop,24,9,0,0,0,64,0,0,0,0
655,bookcorpus,drop,25,9,0,0,0,64,0,0,0,0
656,bookcorpus,drop,26,9,0,0,0,64,0,0,0,0
657,bookcorpus,drop,27,9,0,0,0,64,0,0,0,0
658,bookcorpus,drop,28,9,0,0,0,64,0,0,0,0
659,bookcorpus,drop,29,9,0,0,0,64,0,0,0,0
660,bookcorpus,drop,0,10,64,53,0,0,22,0,0,0
661,bookcorpus,drop,1,10,64,45,0,0,30,0,0,0
662,bookcorpus,drop,2,10,64,43,0,0,32,0,0,0
663,bookcorpus,drop,3,10,64,43,0,0,36,0,0,0
664,bookcorpus,drop,4,10,64,48,0,0,25,0,0,0
665,bookcorpus,drop,5,10,64,48,0,0,23,0,0,0
666,bookcorpus,drop,6,10,64,47,0,0,25,0,0,0
667,bookcorpus,drop,7,10,64,43,0,0,21,0,0,0
668,bookcorpus,drop,8,10,64,39,0,0,31,0,0,0
669,bookcorpus,drop,9,10,64,63,0,0,21,0,0,0
670,bookcorpus,drop,10,10,64,51,0,0,20,0,0,0
671,bookcorpus,drop,11,10,64,49,0,0,31,0,0,0
672,bookcorpus,drop,12,10,64,49,0,0,34,0,0,0
673,bookcorpus,drop,13,10,64,44,0,0,31,0,0,0
674,bookcorpus,drop,14,10,64,59,0,0,22,0,0,0
675,bookcorpus,drop,15,10,64,49,0,0,20,0,0,0
676,bookcorpus,drop,16,10,64,52,0,0,34,0,0,0
677,bookcorpus,drop,17,10,64,54,0,0,22,0,0,0
678,bookcorpus,drop,18,10,64,49,0,0,29,0,0,0
679,bookcorpus,drop,19,10,64,52,0,0,27,0,0,0
680,bookcorpus,drop,20,10,64,50,0,0,30,0,0,0
681,bookcorpus,drop,21,10,64,44,0,0,28,0,0,0
682,bookcorpus,drop,22,10,64,54,0,0,25,0,0,0
683,bookcorpus,drop,23,10,64,49,0,0,32,0,0,0
684,bookcorpus,drop,24,10,64,46,0,0,17,0,0,0
685,bookcorpus,drop,25,10,64,62,0,0,18,0,0,0
686,bookcorpus,drop,26,10,64,61,0,0,29,0,0,0
687,bookcorpus,drop,27,10,64,47,0,0,32,0,0,0
688,bookcorpus,drop,28,10,64,48,0,0,22,0,0,0
689,bookcorpus,drop,29,10,64,43,0,0,27,0,0,0
690,bookcorpus,drop,0,11,0,21,64,64,0,0,0,0
691,bookcorpus,drop,1,11,0,16,64,64,0,0,0,0
692,bookcorpus,drop,2,11,0,14,64,64,0,0,0,0
693,bookcorpus,drop,3,11,0,18,64,64,0,0,0,0
694,bookcorpus,drop,4,11,0,16,64,64,0,0,0,0
695,bookcorpus,drop,5,11,0,26,64,64,0,0,0,0
696,bookcorpus,drop,6,11,0,17,64,64,0,0,0,0
697,bookcorpus,drop,7,11,0,29,64,64,0,0,0,0
698,bookcorpus,drop,8,11,0,14,64,64,0,0,0,0
699,bookcorpus,drop,9,11,0,18,64,64,0,0,0,0
700,bookcorpus,drop,10,11,0,19,64,64,0,0,0,0
701,bookcorpus,drop,11,11,0,10,64,64,0,0,0,0
702,bookcorpus,drop,12,11,0,16,64,64,0,0,0,0
703,bookcorpus,drop,13,11,0,18,64,64,0,0,0,0
704,bookcorpus,drop,14,11,0,25,64,64,0,0,0,0
705,bookcorpus,drop,15,11,0,23,64,64,0,0,0,0
706,bookcorpus,drop,16,11,0,20,64,64,0,0,0,0
707,bookcorpus,drop,17,11,0,22,64,64,0,0,0,0
708,bookcorpus,drop,18,11,0,18,64,64,0,0,0,0
709,bookcorpus,drop,19,11,0,19,64,64,0,0,0,0
710,bookcorpus,drop,20,11,0,22,64,64,0,0,0,0
711,bookcorpus,drop,21,11,0,17,64,64,0,0,0,0
712,bookcorpus,drop,22,11,0,23,64,64,0,0,0,0
713,bookcorpus,drop,23,11,0,19,64,64,0,0,0,0
714,bookcorpus,drop,24,11,0,21,64,64,0,0,0,0
715,bookcorpus,drop,25,11,0,15,64,64,0,0,0,0
716,bookcorpus,drop,26,11,0,24,64,64,0,0,0,0
717,bookcorpus,drop,27,11,0,13,64,64,0,0,0,0
718,bookcorpus,drop,28,11,0,25,64,64,0,0,0,0
719,bookcorpus,drop,29,11,0,19,64,64,0,0,0,0
720,bookcorpus,even_split,0,0,65980,65857,65721,65592,65461,65345,65231,65101
721,bookcorpus,even_split,1,0,65957,65839,65725,65591,65482,65366,65233,65095
722,bookcorpus,even_split,2,0,65996,65832,65703,65578,65457,65353,65241,65128
723,bookcorpus,even_split,3,0,65976,65847,65720,65589,65470,65343,65234,65109
724,bookcorpus,even_split,4,0,65974,65842,65713,65594,65469,65349,65234,65113
725,bookcorpus,even_split,5,0,65997,65865,65718,65584,65450,65336,65226,65112
726,bookcorpus,even_split,6,0,65982,65848,65717,65585,65461,65357,65232,65106
727,bookcorpus,even_split,7,0,65981,65857,65725,65592,65454,65340,65225,65114
728,bookcorpus,even_split,8,0,65970,65852,65736,65595,65466,65340,65224,65105
729,bookcorpus,even_split,9,0,65971,65862,65731,65605,65476,65341,65207,65095
730,bookcorpus,even_split,10,0,65983,65849,65703,65586,65466,65348,65238,65115
731,bookcorpus,even_split,11,0,65982,65842,65715,65577,65472,65353,65226,65121
732,bookcorpus,even_split,12,0,65974,65848,65732,65599,65470,65339,65217,65109
733,bookcorpus,even_split,13,0,65969,65849,65702,65590,65479,65351,65232,65116
734,bookcorpus,even_split,14,0,65973,65841,65715,65602,65472,65354,65222,65109
735,bookcorpus,even_split,15,0,65980,65832,65709,65590,65463,65358,65239,65117
736,bookcorpus,even_split,16,0,65979,65829,65720,65599,65465,65361,65227,65108
737,bookcorpus,even_split,17,0,65989,65837,65732,65587,65453,65334,65240,65116
